docno,title,img_link,description,ingredients,allergens,price
d437,VIP (contents 16 pcs.),https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/10667_590x590_2023-590x590.jpg,"The VIP pralines by Confiserie Sprüngli are made from finest milk and dark chocolate. Their lusciously smooth filling is enhanced with a hint of cherry and rum – for unparalleled moments of indulgence.With a great deal of love and a passion for perfection, we prepare pralines and truffles by hand fresh daily. Our experience in the production of the finest chocolate specialities makes our pralines and truffles unique. From popular classics to modern CUBA truffles, we offer a very varied range of chocolates. This family-run business has a tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity.","Ingredients: Sugar, cocoa mass, cocoa butter , coconut fat, butter , milk powder, kirsch, rum, glucose, humectant (sorbitol), emulsifier ( soy lecithin ), Bourbon vanilla, palm oil, cocoa powder, antioxidant ( sulfur dioxide ). May contain almonds , hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 29.00
d438,Number One (contents 16 pcs.),https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/10670_590x590_2023-590x590.jpg,"Finest Number One pralines in milk and dark with a gorgeously smooth cream-truffle filling. The pralines are ideal for giving as a gift or as a treat for yourself.This family-run business has a tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, cream , cocoa mass, cocoa butter , milk powder, butter , glucose, humectant (sorbitol), emulsifier ( soy lecithin ), Bourbon vanilla. May contain almonds , hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 29.00
d439,Kirschstängeli 14 pcs.,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/18513_590x590_2023_neu-590x590.jpg,"Fine Z’GRAGGEN Kirsch made from select, ripe Swiss cherries, with a classic sugar glaze, are covered in our exquisite Grand Cru Maracaibo chocolate, Venezuela, cacao 65%. Our Kirschstängeli are made with the utmost care from exquisite natural ingredients, which we meticulously prepare by hand using traditional methods.","Ingredients: Sugar, kirsch 16%, cocoa mass, water, cocoa butter , Bourbon vanilla. May contain almonds , hazel nuts and milk . Storage Kühl und trocken aufbewahren. Material designation Confiseriespezialität.",,CHF 35.00
d440,Limmat (contents 20 pcs.),https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15744_590x590_2023_b-590x590.jpg,"The nostalgic Limmat gift box is filled with a variation of the finest pralines and truffles, made from Swiss chocolate and using natural ingredients. The delicacies made according to the traditional Sprüngli recipe set chocolate lovers’ hearts melting.This family-run business has a tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, cocoa mass, cocoa butter , cream , almonds , milk powder, hazel nuts , wal nuts , glucose, dried apricots (antioxidant [ sulfur dioxide ]), pistachios , humectant (sorbitol, invertase), invert sugar, vegetable fat (coconut, illipe), raw cane sugar, butter fat, emulsifier ( soy lecithin ), rice flour, limes, coffee extract, Bourbon vanilla, bitter almonds , vanilla extract with other natural ingredients, vegetable oil (palm, coconut), glazing agent (acacia), vanillin, spirulina, colouring fruit and vegetable concentrates, food coloring (carotene). Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés und Truffes. Ingredients and allergen information about specific pralines and truffles are available here .",,CHF 37.50
d441,Top Ten (contents 20 pcs.),https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/13509_590x590_2023-590x590.jpg,"Our Top Ten pralines and truffles lovingly created by hand using best Swiss chocolate and natural ingredients are Confiserie Sprüngli’s most popular. Whether as a gift for friends and family or as a delicious treat for yourself – the unique assortment of our Top Ten is always a good choice. With a great deal of love and a passion for perfection, we prepare pralines and truffles by hand fresh daily. Our experience in the production of the finest chocolate specialities makes our pralines and truffles unique. From popular classics like our Number One to modern grand cru truffles, we offer a varied assortment of chocolates. In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, cocoa mass, cocoa butter , cream , almonds , milk powder, hazel nuts , humectant (sorbitol), coconut fat, glucose, orange juice, Cognac Fine Champagne, butter , Grand Marnier, emulsifier ( soy lecithin ), Bourbon vanilla, fruit juice, gelling agent (pectin), orange, natural orange oil, food acid (citric acid), natural flavor, vanilla extract with other natural ingredients, vanillin, food coloring (sulfite ammonia caramel, caramel colouring). Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés und Truffes. Ingredients and allergen information about specific pralines and truffles are available here .",,CHF 46.00
d442,Tin with Sprüngli Building motif (contents 24 pcs.),https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/13631_590x590_2023_neu-590x590.jpg,"The nostalgic Sprüngli Building tin contains an enchanting assortment of 24 delicious truffles and pralines. These include chocolate classics such as the Number One praline in milk and dark, the praline Rocher, Amandine or Spéciale, the Truffe Classique in milk and dark, plus other Sprüngli delicacies.With a great deal of love and a passion for perfection, we prepare pralines and truffles by hand fresh daily. Our experience in the production of the finest chocolate specialities makes our pralines and truffles unique. From popular classics to modern CUBA truffles, we offer a very varied range of chocolates. This family-run business has a tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity.","Ingredients: Sugar, cocoa mass, cocoa butter , cream , almonds , milk powder, glucose, dried apricots (antioxidant [ sulfur dioxide ]), hazel nuts , wal nuts , vegetable fat (coconut, illipe), pistachios , invert sugar, butter fat, humectant (sorbitol, invertase), emulsifier ( soy lecithin ), raw cane sugar, rice flour, limes, Bourbon vanilla, coffee extract, glazing agent (acacia, shellac), vegetable oil (coconut, palm kernel, palm), vanillin, vanilla extract with other natural ingredients, spirulina, colouring fruit and vegetable concentrates, food coloring (carotene, iron oxide, curcumin). Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés und Truffes. Ingredients and allergen information about specific pralines and truffles are available here .",,CHF 48.00
d443,Praline Florentiner milk,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15867-590x590.jpg,"Flaked almonds and candied fruits with a wafer-thin coating of honey and creamy caramel, paired with fine milk chocolate.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, almonds , honey (MX), cream , cocoa butter , milk powder, glucose, butter , cocoa mass, fruit juice, cherries, oranges, food acid (citric acid), emulsifier ( soy lecithin ), Bourbon vanilla, food coloring (carmine). May contain hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Confiseriespezialität.",,CHF 14.70 per 100g
d444,Sélection de Pralinés and Truffles,,"A Christmas gift to reflect your personal taste: create your very own selection of choice pralines and truffles. Choose from Amandine, Apricot-Santo Domingo, Arriba-Nut, Boule, Caramel, Gianduia Rustica, Gianduja, Hazelnut Cluster, Lime-Maracaibo, Almond Basket, Mandola, Mocha, Noci, Noisette, Number One dark and milk, Piemonteser, Pistache, Plaisir, Rocher dark, milk and white, Spéciale, Truffe Baileys, Cappuccino, Caramel-Fleur de Sel, Chili-Whisky, Classique dark, milk and white, Fine Champagne, Truffe Grand Cru Madagascar, Grand Marnier, Nougat dark and milk, Rum, VIP dark and milk. The 16 individually chosen delicacies made from finest chocolate and best natural ingredients can easily be sent anywhere in the world as a delicious gift.","Ingredients: Sugar, cocoa mass, cocoa butter , cream , almonds , milk powder, hazel nuts , glucose, wal nuts , vegetable fat (coconut, illipe), butter , humectant (sorbitol, invertase), dried apricots (antioxidant [ sulfur dioxide ]), pistachios , kirsch, rum, invert sugar, orange juice, emulsifier ( soy lecithin , sunflower lecithin), Grand Marnier, raw cane sugar, Baileys ( cream ), whisky, coffee, rice flour, Bourbon vanilla, limes, fruit juice, vegetable oil (canola, palm cert., coconut, palm kernel, palm), cocoa powder, glazing agent (acacia, shellac), bitter almonds , vanilla extract, gelling agent (pectin), oranges, fleur de sel, cayenne pepper, chili threads, natural flavors, food acid (citric acid), caramelized sugar, vanillin, food coloring (curcumin, carotene, iron oxide, brilliant blue FCF, carmine). Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés und Truffes.",,CHF 29.00
d445,Truffe Nougat dark,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15877-590x590.jpg,"Dark chocolate fresh cream ganache, surrounded by crunchy nougat and covered in smooth dark chocolate.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, cocoa mass, cream , cocoa butter , glucose, almonds , humectant (sorbitol), emulsifier ( soy lecithin ), Bourbon vanilla. May contain hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Truffes.",,CHF 14.70 per 100g
d446,Praline Rocher raspberry,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/18317-590x590.jpg,"Roasted almond slivers, covered with smooth and creamy raspberry chocolate.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Almonds 50%, sugar, cocoa butter , milk powder, raspberries freeze-dried 1.6%, acerola concentrate, vanilla extract with other natural ingredients, emulsifier ( soy lecithin ). May contain hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 14.70 per 100g
d447,Truffe Nougat milk,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15878-590x590.jpg,"Milk chocolate fresh cream ganache, surrounded by crunchy nougat and covered in fine milk chocolate.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, cocoa butter , cream , milk powder, cocoa mass, glucose, almonds , humectant (sorbitol), butter fat, emulsifier ( soy lecithin ), Bourbon vanilla. May contain hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Truffes.",,CHF 14.70 per 100g
d448,Praline Rocher white,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/16469-590x590.jpg,"Roasted almond slivers, covered with creamy white chocolateIn the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Almonds 45%, sugar, cocoa butter , pistachios , milk powder, vanilla extract with other natural ingredients, sea salt, emulsifier ( soy lecithin ). May contain hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 14.70 per 100g
d449,Grand Cru Bâtons 9 pcs.,https://spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/18024_590x590_2023-590x590.jpg,"Handmade pralines made from three different varieties of fine grand cru cacao, combined with the naturally sweet juice of the cacao fruit. The bâtons captivate the senses with their wonderful melting properties and natural sweetness. From balanced notes of coffee and plum, powerful notes of coffee and liquorice through to citrusy and intense chocolate flavours – each of the three bâtons has a unique taste that incorporates the naturally sweet juice of the cacao fruit. For melt-in-the-mouth, vegan chocolate indulgence. Grand Cru Maracaibo 65% - Venezuela Bâtons with a ganache made from Grand Cru Maracaibo 65%. This variety of fine cacao comes from Venezuela and features an elegant, intense cacao flavour, with balanced notes of coffee and plum. It is combined with naturally sweet cacao juice and coated in exquisite dark Grand Cru Maracaibo chocolate. Low in sugar and vegan. Grand Cru Arriba 72% - Ecuador Bâtons with a ganache made from Grand Cru Arriba 72%, a variety of fine cacao from Ecuador with powerful notes of coffee and liquorice, and a balanced fruit acidity. It is also combined with naturally sweet cacao juice and coated in exquisite Grand Cru Arriba chocolate. Low in sugar and vegan. Grand Cru Absolu 78% - Bolivia Bâtons with a ganache made from Grand Cru Absolu 78%. This fine chocolate from Bolivia is characterised by its citrusy and intense chocolate flavour. These bâtons are also combined with naturally sweet cacao juice and coated in exquisite Grand Cru Absolu chocolate. Low in sugar and vegan.With a great deal of love and a passion for perfection, we prepare pralines and truffles by hand fresh daily. Our experience in the production of the finest chocolate specialities makes our pralines and truffles unique. From popular classics like our Number One to modern grand cru truffles, we offer a varied assortment of chocolates. This family-run business has a tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity.","Ingredients: Cocoa mass, concentrated juice from the cocoa plant 26%, sugar, cocoa butter , juice from the cocoa plant 5%, emulsifier ( soy lecithin ), Bourbon vanilla. May contain almonds , hazel nuts , milk . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 27.00
d450,Praline Rocher dark,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/16471-590x590.jpg,"Roasted almond slivers, covered with smooth dark chocolate.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Almonds 49%, sugar, cocoa mass, cocoa butter , emulsifier ( soy lecithin ), Bourbon vanilla. May contain hazel nuts , milk . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 14.70 per 100g
d451,Praline Rocher milk,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/16470-590x590.jpg,"Roasted almond slivers, covered with the finest milk chocolate.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Almonds 49%, sugar, cocoa butter , milk powder, cocoa mass, butter fat, emulsifier ( soy lecithin ), Bourbon vanilla. May contain hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 14.70 per 100g
d452,Praline Spéciale,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15822-590x590.jpg,"Milk chocolate fresh cream ganache with flaked walnuts, coated in premium milk chocolate and decorated with half a walnut.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, wal nuts , cocoa butter , cream , cocoa mass, milk powder, humectant (sorbitol), butter fat, emulsifier ( soy lecithin ), Bourbon vanilla. May contain almonds , hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 14.70 per 100g
d453,Praline Mandola,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15874-590x590.jpg,"White almond gianduja with almond pieces, covered with white and dark chocolate.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, almonds , cocoa butter , milk powder, cocoa mass, coconut fat, emulsifier ( soy lecithin ), Bourbon vanilla, vanilla extract, vanillin. May contain hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 14.70 per 100g
d454,Praline Gianduja,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15870-590x590.jpg,"A combination of milk almond gianduja and dark hazelnut gianduja, dipped in smooth dark chocolate.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, almonds , cocoa butter , hazel nuts , cocoa mass, milk powder, emulsifier ( soy lecithin ), natural flavor, Bourbon vanilla. Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 14.70 per 100g
d455,Praline Pistache,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15882-590x590.jpg,"Milk chocolate fresh cream ganache combined with a delicate nougat cream, covered in milk chocolate and crowned with a caramelised Piedmont hazelnut.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, cocoa mass, hazel nuts , almonds , pistachios 8%, cocoa butter , glucose, milk powder, humectant (sorbitol), invert sugar, bitter almonds , emulsifier ( soy lecithin ), butter fat, Bourbon vanilla, vanillin. Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 14.70 per 100g
d456,Praline Piemonteser,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15958-590x590.jpg,"Milk chocolate fresh cream ganache combined with a delicate nougat cream, covered in milk chocolate and crowned with a caramelised Piedmont hazelnut.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, hazel nuts , cocoa butter , milk powder, cream , cocoa mass, butter fat, humectant (sorbitol), glazing agent (acacia), emulsifier ( soy lecithin ), Bourbon vanilla, caramelized sugar. May contain almonds . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 14.70 per 100g
d457,Praline Haselnüssli,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15871-590x590.jpg,"Caramelised Piedmont hazelnuts in delicate hazelnut gianduja, covered in milk and dark chocolate.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Hazel nuts 42%, sugar, cocoa mass, cocoa butter , milk powder, vegetable oil (canola, palm), emulsifier ( soy lecithin , sunflower lecithin), butter fat, Bourbon vanilla, coconut fat, vanillin. May contain almonds . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 14.70 per 100g
d458,Praline Lime-Maracaibo,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15960-590x590.jpg,"Lime marzipan in a velvety fresh cream ganache made from Grand Cru Maracaibo chocolate, Venezuela, 65% cacao, covered with premium dark chocolate. In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, cocoa mass, cream , cocoa butter , almonds , invert sugar, limes 0.8%, humectant (sorbitol, invertase), glucose, vegetable oil (coconut, palm kernel, palm), dried skimmed milk , coloring safflower concentrate, illipe oil, emulsifier ( soy lecithin ), food acid (citric acid), coloring lemon concentrate, Bourbon vanilla, vanillin, spirulina, food coloring (carotene). May contain hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 14.70 per 100g
d459,Praline Abricot-Cuba,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/16975-590x590.jpg,"Dried apricots paired with a melt-in-the-mouth filling made from our Grand Cru Trinitario de Baracoa, Cuba, Cacao 70%. In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Dried apricots 27% (antioxidant [ sulfur dioxide ]), cocoa mass, cream , sugar, cocoa butter , raw cane sugar, invert sugar, rice flour, vegetable oil (coconut, palm kernel, palm), emulsifier ( soy lecithin ), dried skimmed milk , colouring fruit and vegetable concentrates, illipe oil, Bourbon vanilla, food acid (citric acid), vanillin. May contain almonds , hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 14.70 per 100g
d460,Praline Noci,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15876-590x590.jpg,"Exquisite walnut marzipan, covered with white and dark chocolate and decorated with half a walnut.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, wal nuts 24%, almonds 14%, glucose, cocoa butter , cocoa mass, milk powder, humectant (sorbitol), invert sugar, emulsifier ( soy lecithin ), vanilla extract with other natural ingredients, Bourbon vanilla. May contain hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 14.70 per 100g
d461,Praline Mocca,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15875-590x590.jpg,"Intense fresh cream ganache with mocha, coated in smooth dark chocolate.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, cocoa mass, cocoa butter , cream , milk powder, coffee 1.9%, glucose, butter , emulsifier ( soy lecithin ), Bourbon vanilla, vanilla extract with other natural ingredients. May contain almonds , hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 14.70 per 100g
d462,Praline Prinzess,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15884-590x590.jpg,"Intense almond gianduja, covered in dark chocolate and decorated with a roasted almond.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, almonds , cocoa mass, cocoa butter , coconut fat, milk powder, emulsifier ( soy lecithin ), Bourbon vanilla, butter fat, vanillin. May contain hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 14.70 per 100g
d463,Praline Mandelkörbli,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15873-590x590.jpg,"Fine almond gianduja in a smooth dark chocolate shell, decorated with a caramelised almond.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Almonds 38%, sugar, cocoa butter , cocoa mass, milk powder, emulsifier ( soy lecithin ), glazing agent (acacia gum), butter fat, Bourbon vanilla, natural flavor, vanilla extract. May contain hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 14.70 per 100g
d464,Praline Caramel,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15862-590x590.jpg,"Creamy, melt-in-your-mouth caramel, covered in the finest dark chocolate.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, cocoa mass, cream , cocoa butter , glucose, butter , emulsifier ( soy lecithin ), milk powder, Bourbon vanilla. May contain almonds , hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 14.70 per 100g
d465,Praline Boule,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15861-590x590.jpg,"Delicious gianduja made from intensely roasted hazelnuts, coated in dark chocolate and hazelnut slivers.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Cocoa mass, sugar, hazel nuts , cocoa butter , emulsifier ( soy lecithin ), Bourbon vanilla. May contain almonds , milk . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 14.70 per 100g
d466,Praline Grand Cru Arriba-Nut,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15826-590x590.jpg,"Featuring an exquisite filling made from our Grand Cru Esmeraldas chocolate, Ecuador, 72% cacao, combined with a caramelised Piedmont hazelnut.","Ingredients: Cocoa mass, sugar, cream , hazel nuts 12%, cocoa butter , glucose, butter , emulsifier ( soy lecithin ), Bourbon vanilla, glazing agent (shellac), food coloring (iron oxide). May contain almonds . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 14.70 per 100g
d467,Praline Amandie,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15859-590x590.jpg,"Caramelised Piedmont hazelnuts in an exquisite fresh cream ganache made from Grand Cru Esmeraldas chocolate, Ecuador, 72% cacao, covered with smooth dark chocolate.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, almonds 21%, cocoa butter , milk powder, pistachios , cocoa mass, coconut fat, hazel nuts , glucose, butter fat, emulsifier ( soy lecithin ), natural flavor, Bourbon vanilla. Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 14.70 per 100g
d468,Truffe du Jour Champagne Perrier-Jouët,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15891_590x590_2023-590x590.jpg,"A dark truffle featuring a ganache refined with Perrier-Jouët champagne and an exquisite champagne and caramel centre – prepared fresh for you every day.Confiserie Sprüngli’s Truffes du Jour are the freshest truffles in the world – lovingly handmade daily to traditional Sprüngli recipes. Their heart of lusciously smooth-melting chocolate and fresh Swiss cream makes for an intensely creamy taste sensation. Their spiky appearance and unique size lend the Truffes du Jour their exceptional character. Confiserie Sprüngli’s Truffes du Jour are a masterpiece – both on the inside and the outside. Made to a secret recipe, their filling of lusciously smooth-melting chocolate and fresh Swiss cream lends the Truffes du Jour their superbly creamy character. The Truffes du Jour get their unique appearance from the coating of finest Swiss chocolate. Each truffle is gently rolled over a grid with special utensils until the famous spines form on the surface. The confectioners at Confiserie Sprüngli lovingly hand-finish each one individually. To ensure absolute freshness, the Truffes du Jour made daily are delivered fresh every morning to our Swiss stores. At 29mm diameter, however, these Truffles du Jour are not only the freshest but probably also the biggest truffles in the world. Their distinctive size, combined with their velvety-smooth character, makes the Truffes du Jour a supremely indulgent treat in exquisite chocolate.","Ingredients: Sugar, cocoa mass, cocoa butter , cream , butter , Perrier-Jouët Champagne 7% (antioxidant [ sulfur dioxide ]), Cognac Fine Champagne 3%, milk powder, glucose, emulsifier ( soy lecithin ), Bourbon vanilla. May contain almonds , hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Truffes.",,CHF 16.70 per 100g
d469,Milk Truffes du Jour,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15895_590x590_2023a-590x590.jpg,"Melt-in-your-mouth milk chocolate fresh cream ganache, covered with the finest milk chocolate.Confiserie Sprüngli’s Truffes du Jour are the freshest truffles in the world – lovingly handmade daily to traditional Sprüngli recipes. Their heart of lusciously smooth-melting chocolate and fresh Swiss cream makes for an intensely creamy taste sensation. Their spiky appearance and unique size lend the Truffes du Jour their exceptional character. Confiserie Sprüngli’s Truffes du Jour are a masterpiece – both on the inside and the outside. Made to a secret recipe, their filling of lusciously smooth-melting chocolate and fresh Swiss cream lends the Truffes du Jour their superbly creamy character. The Truffes du Jour get their unique appearance from the coating of finest Swiss chocolate. Each truffle is gently rolled over a grid with special utensils until the famous spines form on the surface. The confectioners at Confiserie Sprüngli lovingly hand-finish each one individually. To ensure absolute freshness, the Truffes du Jour made daily are delivered fresh every morning to our Swiss stores. At 29mm diameter, however, these Truffles du Jour are not only the freshest but probably also the biggest truffles in the world. Their distinctive size, combined with their velvety-smooth character, makes the Truffes du Jour a supremely indulgent treat in exquisite chocolate.","Ingredients: Sugar, cocoa butter , cream , milk powder, cocoa mass, butter , emulsifier ( soy lecithin ), Bourbon vanilla. May contain almonds , hazel nuts . O Storage Kühl und trocken aufbewahren. Material designation Frische Truffes.",,CHF 16.70 per 100g
